Latitude, Logitude ,code,name,address,mobile,email,,
27.1139,83.5964,186475,SINGH SERVICE STATION,GANAURIA  BABUGORAKI,9935521299,NA,,
ADAMPUR.MANDI,29.7313,3456,202999,VISHAL BHATIA,9254341433,9254341433,,
28.1109,75.9704,210794,Gupta Fuels,VILL  BALAWA  KALAN  BLOCK  NARNAUL  DISTT  MAHENDERGARH,9416302585,sanjeevinld7gmailcom,,
26.7013,84.8274,216195,SHAHI MAHARANA ENTERPRISES,PATHKAULIA(SEMRA),9931295017,Nnshahibthyahoocoin,,
24.93957,74.51118,269572,Pashupatinath Filling Station,DABOK-  CHITTORGARH  ROADPUROHITO  KA  SAONTATehsil,9829756494,pashupatinathfsgmailcom,,
27.6348,78.1558,180110,GURU KRIPA ATOS,HATHRS,0,ABCDGMAILCOM,,
30.3726,75.8992,165637,LINKWAY FILLING STATION,Vill    Harchandpura,9855802440,pankajdadheechgmailcom,,
23.8383,78.7246,219697,MANGALAM KISAN SEWA KENDRA,GRAM  -  BERKHEDI  TADADIST    SAGAR,9826595777,ashish0576gmailcom,,
25.42829,79.75212,281577,KISAN SEWA KENDRA MALKHANPUR,VILLAGE-MALKHANPURAON  MUSKARA-CHARKHARI  ROADTehsil-Charkha,9473737411,kskmalkhanpurgmailcom,,
27.9719,77.6862,247307,JAI BHOLEY KISSAN SEWA KENDRA,KHATA    423  KHASRA      624VILL    SAALPUR  NAGARPARGANA,9536036881,likkuchaudharyymailcom,,
8.333481,77.586601,283984,M M P S FUELS,INDIAN  OIL  DEALERSPANAGUDI  (LHS  ON  NH-7)TIRUNELVELI  DI,9791476354,mmpsmahalgmailcom,,
32.61257,74.744257,274590,RAJKUMAR KSK,Rs  pura,9419104570,niteshsharma1198gmailco,,
10.546297,77.113941,292204,JAI ANJANEYA AGENCIES,INDIAN  OIL  DEALERS  F  NO  16  2AERISANAMPATTI  VILUDUMALP,9976678608,babuudt007gmailcom,,
23.97321075,84.18968112,284597,BIMLA SONBHADRA KISAN SEVA KEN,VILLAGE      POLPOLDISTT    PALAMAUPOLPOL,9431193177,bimlasonbhadragmailcom,,
30.1013,74.2658,187243,KHURANA FILLING STATION,INDIAN  OIL  PETROL  PUMPVILL  RAIPURA  ABOHAR  SITTOGUNOROA,9216431333,skabohargmailcom,,
23.0897239,79.847522,189056,SV ENTERPRISES,SEONITOLA  CHARGAWAN  ROADDISTT    JABALPUR,9425323765,sventerprisesjabalpurgmai,,
27.0863,88.4519,198606,SOUTH WEST FUELING STATION,MELLINEAR  SIKKIM  CHECKPOSTDISTRICT    SOUTH  SIKKIM,9434126867,southwestfs16gmailcom,,
20.8054,70.9363,198700,SHREE PETROLEUM,VILL    KESARIYA  KODINAR-UNA  NHNH8E  TAL    UNADIST    JUN,9428187303,shreepetroleumyahoocom,,
32.0528,76.093,198936,EMM PEE FILLING STATION-819,INDIAN  OIL  PETROL  PUMPSH-22  DEHRA,9816015157,pawandhimanyahoocoin,,
10.812938,76.857682,284928,DHANASHREE SERVICE STATION,INDIAN  OIL  DEALERSSY  NO  238  1(OLD  SY  NO  30  12)VADAK,9388820073,dhanashreeservicestationg,,
22.044,85.4421,150001,JOSHI ENTERPRISES,AT-LAHANDAPO-LAHANDADIST-KEONJHAR,9437578201,gksharma1975gmailcom,,
30.6616,75.0998,187174,ESS ESS FILLING STATION,BUDH  SINGH  WALA,9915031676,gmailcom,,
23.3798,88.4145,191087,SREE BISHNU OIL TRADING,Vill  Bishnupur  PO  Nadia  Bishnupur  Nadia,8348559733,royjk1968gmailcom,,
KURUKSHETRA,30.174,2542,102226,ASHOK KUMAR,9996699797,9996699797,,
30.957,76.293,214567,Ambedkar Petroways,INDIAN  OIL  PETROL  PUMP  BELA  ROAD,9216156711,ABCGMAILCOM,,
29.4813,76.8915,218783,UMA FILLING STATION,VILLAGE  BAHOLINEAR  PANIPAT  MKTG  COMPLEXPANIPAT,9896954774,umafillingstationgmail,,
28.6524,77.1563,106226,ASSOCIATED TRADING CO,PATELNAGAR  SHADIPUR,9015225948,atcioc1yahoocoin,,
29.025799,75.974716,280172,SANCHIT PETRO,INDIAN  OIL  RETAIL  OUTLETSH-12HANSI-TOSHAM  ROADVILLAGE-HA,9215011107,sanchitpetrogmailcom,,
28.9873,77.0375,102148,MOHAN FILLING STATION,IOC  DEALER  SECTOR  12  URBAN  ESTATESONIPAT,9813025945,arvindmohan999gmailcom,,
27.769663,76.946537,289199,J D FILLING STATION,WITH  I  4  KM  FROM  AMBEDAKAR  CHOWK,9813922982,khanjuhruddingmailcom,,
28.344089,76.17226,290780,KALALIYA FILLING STATION KSK,VILL    MALDA  MAHENDERGHAR,9416282238,surenderyadav002gmialco,,
29.4648,75.5159,102256,CHOUDHARY SERVICE STATION,NH  10  HISSAR  SIRSA  ROADDHANGER,9467853793,chaudharypetroz131gmail,,
28.146885,76.667982,219659,DEEP  FILLING STATION,salawas,9825008602,dinesh726gmailcom,,
29.068351,75.490365,273507,BANWARI KISAN SEWA KENDRA,INDIAN  OIL  RETAIL  OUTLET  (KSK)VILLAGE  -BALSAMANDBALSAMA,9416539844,banwarikskbalsamandgmailc,,
31.999759,76.77752,133459,VIJAY FILLING STATION,INDIAN  OIL  PETROL  PUMPNH20  PO  JOGINDERNAGARDHELU  TEHSI,9620092564,sshpjnryahoocom,,
32.1547,77.1845,257245,BARSHAI KSK,VILLAGE  BARSHAI,9816777747,nthakur027gmail,,
32.662596,74.893723,311415,NIRMAN FILLING STATION,KALUCHAKGREATER  KAILASH(CHOWADHI)Dist    Jammu,123456789,shammicharakgmailcom,,
27.5527,76.8629,123365,JAISHREE KARNI IND OIL-LK12040,VILL  MILAKPURTEH  RAMGARHDISTT    ALWAR  (RAJASTHAN),9414284379,kanwarrasalgmailcom,,
30.3406,76.5056,261672,JOGIPUR FILLING STATION(KSK),INDIAN  OIL  DEALERVILL    JOGIPURJOGIPUR,9814700629,jogipurfillinggmailcom,,
18.762028,79.482334,299228,RAFI SARVAR KISAN SEVA KENDRA,IOCL  DEALERSY  89  AA  KAMLAPUR  ROADDharmapuri  Village,9989197913,mohdrafi500gmailcom,,
29.3128,73.9047,123424,LAHOTI AGENCIES,SURATGARH,9549707325,vikas1000095gmailcom,,
27.621692,75.153916,308886,VINAYAK FILLING STATION,OPPOSITE-SADAR  POLICE  STATIONSIKAR-NAWALGARH  ROAD  SIKARD,9828168917,nemichandskr11gmailcom,,
25.198116,82.137023,271072,SANT FUELS,ON  KHIRI-MEJA  ROADVILL    DASAUTITehsil    Meja,9918111168,krishps04gmailcom,,
25.7386,80.5073,265524,AMAN FILLING STATION,CHILLA-  BANDA  ROADON  SH-13  VILL-  TARABANGARBETWEEN  KM,9918169958,lavmishralmgmailcom,,
26.037025,82.097156,198662,KISAN SEWA KENDRA MADAFARPUR,MADAFARPURPRATAPGARHUP,9899220285,kskmadafarpurgmailcom,,
26.2923,82.2596,210942,KISAN SEWA KENDRA JAISINGHPUR,BARONSA-BIRSINGHPUR  ROADJAISINGHPURDISTT    SULTANPUR,9415074364,kskjaisinghpurgmailcom,,
25.2657,83.1898,186389,RAJA SERVICE STATION,LAUNDA  JHANSIMOHABBTPUR  NH-2  CHANDAULI  (UP),9415223219,rssjhansichndligmailco,,
26.3591,80.6361,154143,BAISWARA TRADING CORN,IOC  PETROLPUMP  LOCK  NO  IG-3609DANDAMAU  RUJHAI  CROSSING,9845921459,btcbighapurgmailcom,,
26.61542,83.240228,274537,SURYAMATI DEVI KISAN SEWA KEND,VILL-  HARNAHIPO-  MAHURAODISTT-  GORAKHPUR,9935560001,anshurasigmailcom,,
26.6802,82.5661,261610,GAURAV FILLING STATION,GULAURI  KHURD  (  CHILMA  BAZAR)P  O    BAIRAGALPlot  No,9415212959,gauravgmailcom,,
26.8426,83.5478,186453,BRIJESHWARI OIL,PIPRAICHVILL      PO-PIPRAICHDIST  GORAKHPUR,9935523102,shivnaraynmishragmailcom,,
25.8718,83.1202,197111,NEELAMBAR PETROLEUM,MEHNAGARAZAMGARH  U  P,9919040586,neelamber2006gmailcom,,
28.7973,79.5511,248406,KUBER KISAN SEWA KENDRA,IOC  KSK  DEALER  GARIBPURAVILL  GARIBPURATEHSIL  BAHERI,9627888887,kuberkskgmailcom,,
27.8233,77.8801,197806,SHIV PARVATI KISSAN SEWA KENDR,VILL    NAGLA  DARBAR  KHAIR-IGLA    TEHSIL  IGLAS  DISTT,9759443629,likkuchaudharygmailcom,,
30.4523,78.0796,161163,MUSSOORIE FILLING STATION (MH),KINCRAIGMUSSORIEDISTRICT  DEHRADUN  UTTARAKHAND,9837060384,amittalddngmailcom,,
29.3996,78.1366,198715,HARDEV FILLING STATION,IOC  DEALER  MANDAVAR  ROAD  BIJNORE  DISTT  BIJNOR  UP,9837287641,rajshreepipefactorygmailc,,
28.1436,78.6333,261950,DEHGAWAN KISAN SEWA KENDRA,GATA  NO    232  (KA)VILLAGE  DANDRA  TEHSIL      SAHESWANDI,9719999958,dehgwanksk2012gmailcom,,
21.796549,84.924503,284936,ADARSH FUEL CENTRE (KSK),AT  PO-  UPARBAHALPS-BONAI  TAHASIL-BONAIDIST-SUNDERGARH,9437961746,shikhajaiswal272gmailcom,,
20.715984,86.23611,284522,BASAR KISAN SEVA KENDRA,AT-BANKASAHI  PO-KOTAPURVIA-DHARMASALA  DIST-JAJPURState-Odi,8658979802,basaroilgmailcom,,
20.3615,85.7675,233731,BADAJENA KSK,SRI  PRADEEP  BADAJENAAT  PO-  CHANDAKA  DIST-  KHURDASTATE-,9658060704,badajenakskgmailcom,,
25.1869856,88.0602794,211950,ABEDIN ENTERPRISE  KSK,VILL    SHAMBALPURPOST    SHAMBALPUR  TALDIST    MALDA  LOCK,9474341824,mojiburrahaman567gmailcom,,
22.4017,87.6362,279189,AL-HAZZAZ FILLING CENTRE,INDIAN  OIL  RETAIL  OUTLETMAUZA  BAGBANBASANP  S  DEBRA,322825224,eakhan02gmailcom,,
24.048163,86.430225,258725,CHOUDHARY FILLING STATION,LODARIATUNDITundi,9431914147,jaiprakashchoudharytender,,
.,24.246798,2083,216855,SRI. SANJAY KUMAR PANDEY SANJA,9572835696,9572835696,,
22.847784,86.052475,232685,BALMUKUND AUTOMOBILES,KANDRA  BAZARMAIN  ROAD  KANDRAKANDRA,93,sungmailcom,,
23.935772,85.331192,260064,GARG AGENCY,INDIAN  OIL  RETAIL  OUTLETMATUK  DAWARKundilbagi,94,mvpgmailcom,,
21.99,72.94,266516,THE SARBHAN CO-OP AGRI PRO PRO,AND  MA  SOC    LIMITEDINDIAN  OIL  DEALERBlcok  No  1129  V,9429036801,sarbhan9378gmailcom,,
21.773388,69.454978,234766,AKASH KISAN SEVA KENDRA,S  NO  4  1  1  VILL  VISAVDATALUKA  PORBANDARDistrict  Porb,9558767766,akashkskgmailcom,,
22.163746,73.182942,307698,SHREE GURUKRUPA PETROLEUM,INDIAN  OIL  DEALERREVENUE  BLOCK  NO  1226  A  1226  BVill,9227431377,patelila207gmailcom,,
21.112087,70.108441,292511,RUDRAKSH PETROLEUM,S  NO  1345  P-6MANGROLTa    Mangrol,9879594441,rudrakshpetroleum11gmailc,,
21.5139038,80.3159137,292494,RANAPRATAP KISAN SEWA KENDRA,AT  VILLAGE  KAMTHASURVEY  NO  535  3Taluka-Gondia,9764493833,prithvirajngpgmailcom,,
21.25,81.38,276615,LOHIA FUELS,INDIAN  OIL  DEALERVILL  JAMULTAH  DURG,9425236378,lohia2010rediffmailcom,,
21.84119,82.63476,311630,SHRISHTI FUELS KSK,VILL  NAWAGARHTEHSIL  NAWAGARHDIST  JAJNGIR  CHAMPA,9981835834,shrishtifuelsgmailcom,,
22.955427,76.03948,267983,SHREE KELA DEVI MOTORS,SURVEY  NO    640  641  645  3DEWAS  JUNIORTEHSIL    DEWAS,9827060152,maakailadevidewasgmailcom,,
11.75378,78.491654,310021,S V V TRADERS,S    NO    338  1AEDAYAPATTI  (V)ATTUR  TK,9751255628,svvgroupzgmailcom,,
10.0582,76.2143,207121,JVS FUELS,INDIAN  OIL  DEALERNAYAMRAMBALAMERNAKULAM  DISTRICT,9813285757,cnvishuyahoocom,,
11.048,75.9095,252629,UCHAKKAVIL FUELS,chemmad,9497211511,uchakkavilfuelsgmailcom,,
16.4308,80.9979,251833,SUPRAJA KISAN SEVA KENDRA,PEDAPARIPUDIlock  T1-251  2  DNO  91ANDHRA  PRADESH,9985697999,venkatabasavaihygmailc,,
16.6453,80.4284,260958,RAJASEKHARA PETRO MART,SY  NO  343345  1      349  1lock  T1-121  2    D  NO  40AND,9100431499,pvsprasad4937gmailcom,,
17.2399,80.081,184144,QUALITY SERVICE STATION,IOC  DEALRS  MADULAPALLI  V,9880666105,pavankumargmailcom,,
13.6582,79.5531,153657,SUBHA FILLING STATION RENIGUNT,INDIAN  OIL  DEALERS  (L-189)RENIGUNTA    -  CHITTOOR  DISTA,9441329999,sfsrgtrediffcom,,
18.933612,78.959228,288896,SRI DURGA KISAN SEVA KENDRA,INDIAN  OIL  KISAN  SEVA  KENDRASARANGAPUR  LOCK  NO  T3  90,9704333146,raju406gmailcom,,
15.219689,79.893648,275961,K V N ASSOCIATES,SY  NO  237  5  LOCK  NO  -  D1-244KANDUKUR  VILLAGE    PRAK,9848626789,kallurivijay269gmailcom,,
18.9638,78.7068,259282,SRI KANAKA SOMESHWARA KSK FSTN,INDIAN  OIL  DEALERSSY  NO    697  EELOCK  NO  D1-260  A-8-3,885724270,s143ganeshgmailcom,,
18.3695,77.8732,188331,BALAJI FUEL CENTRE BANSWADA,INDIAN  OIL  DEALERSTADKOLE  (V)SURVEY  NO    993  2BANSWADA,885724270,balajibswdgmailcom,,
32.11554,75.356496,292464,MANMOHAN KISSAN SEWA KENDRA,INDIAN  OIL  PETROL  PUMPVILLAGE  BEHLOLPUR  NEAR  BSF  H  Q,9814446927,abcgmailcom,,
ADAMPUR.MANDI,29.6469,4206,173341,KAMAL KANTA RATHORE,9034567894,9034567894,,
28.958562,75.818199,271026,NEHAL FILLING STATION,VILL  BALAWAS,9813349694,partapsinghkhyaliagmail,,
28.2301,77.0671,140999,KAMAL MOTORS,Sohna  Alwar  Road  Sohna,9355585944,kamalmotors0944gmailcom,,
28.085669,76.190024,270039,SHAKTI KISAN SEWA KENDRA,INDIAN  OIL  RETAIL  OUTLET  (KSK)MIRJAPUR  ON  HISSAR  ROAD,9812098829,shaktikisansevakendragmai,,
29.366851,75.508389,272069,KISSAN  TRADERS KSK,VILLAGE  BHANATEHSIL  PUNDRIDIST  KAITHAL,9896402057,amritlal805gmailcom,,
30.8726,76.0163,187168,JASBIR OIL CO,INDIAN  OIL  PETROL  PUMP  VILL  MANNGARHMACHIWARA  ROAD  KO,9888027953,jasbirfsyahooin,,
.,30.7208,3402,102790,Kesar Singh,9988006695,9988006695,,
31.5863,74.9754,110040,SUPER SERVICE STATION-165,INDIAN  OIL  PETROL  PUMPMANAWALAG  T  Road,9878100012,super110010gmailcom,,
31.785,75.2225,109869,SACHDEVA S STATION-103,IOC  PETROL  PUMPJALANDHAR  ROADBATALA  (PUNJAB),9872690007,dheerajmahajan1gmailcom,,
31.421049,76.005811,272826,D S  FUEL CARE,VILL  HANDOWAL  KALANPO  SINGHPURTEHSIL  HOSHIARPUR,9417349551,rickybains089gmailcom,,
30.2505,75.6632,111059,NASIBCHAND HARBANSLAL,BADBAR,9815038751,govindviharyahoocom,,
30.5486,75.9374,221079,BHAGIRATHI FILLING STSTION,Vill  Bhaibekamuan,9815653284,nareshsharma2233gmailco,,
30.733381,74.365461,262908,THIND KISSAN SEWA KENDRA,INDIAN  OIL  PETROL  PUMPGOLUKE-GURUHARSAHAI  ROADWASALMOHAN,9478124001,thindkskgmailcom,,
29.9659,73.7499,123279,DODA OIL CENTRE,MIRZAWALA,9461677058,satyenderdodagmailcom,,
26.8817,75.9089,131449,BAIRWA FARMING CENTRE 11003,AGRA  ROAD  PALDEE  MEENA  NH-11IOC  PETROL  PUMPJAIPUR,9414044877,pankajbairwa81gmailcom,,
27.576379,74.100549,311582,TIME PETROLEUM,VILLAGE-  BHASEENA  TEHSIL-SUJANGARHDISTRICT  CHURUVILLAGE-,9414208611,mohanpotaliagmailcom,,
27.2392,75.3581,272280,SURYA KSK,MDRPACHAR  ON  KHACHRIYAWAS  ROADTEHSIL  DANTA  RAMGARH,9829116521,suryakskpachar666gmailcom,,
29.2271,73.4953,186793,RAM CHANDRA GANESHGARIA FS,VIJAYNAGAR,9414504351,ramchanderganeshgarhiagm,,
24.58,73.68,219944,NAKODA FILLING KSK,udaa  kheda,9414620610,devshashigmailcom,,
26.2721,75.6532,205123,Ramniwas Rao Kisan Seva Kendra,Vill  -  JhiranaTehsil  -  PipluDistt  Tonk,9784529621,ashokraoar82gmailcom,,
23.220411,74.597843,287240,MAA JOGANIYA KISAN SEWA KENDRA,KHERIYAPADAPANCHAYAT  CHOTI  SERWA,9799535456,padiyarpriteshgmailcom,,
25.2652,81.9386,156382,MA PITAMBARA AUTOMOBILES,AT,9415217055,dipgmailcom,,
25.3836,78.5533,164464,TAYALCO,JHANSI  LALITPUR  ROADBIJOLIDIS,9415057517,yuvrajgmailcom,,
26.3209,79.6713,261003,FAUZI FILLING STATION,VILLAGE  RAJPURSIKANDRA  MOOSANAGAR  ROAD,8808041252,fauzifillingstationgmailc,,
28.2639,79.5108,154914,SHAHEED BALWANT FILLING STATIO,KESARPUR  BAREILLYDISTRICT      BAREILLYUTTAR  PRADESH,9758354805,ravikhandelwal12505gmailc,,
28.3592,79.4008,154028,PRAKASH TIMBERS PVT  LTD,IOC  DEALER  CITY  STATION  BAREILLYDISTRICT      BAREILLYUT,9897649007,prakashtimber16gmailcom,,
28.645,79.688,307833,DEEPTI FILLING STATION,VILLAGE  NAWADA  KANJATEHSIL  AMARIAPILIBHIT,9690715900,YASHWANTDEPTIGMAILCOM,,
28.7701,78.7471,175865,SHAHNAZ FILLING STATION,MOHAMMADPUR  BASTAUR  SAMBHAL  RDMOHAMMADPUR  BASTAUR  MBDDI,9759555556,parvezchoudhary9gmailcom,,
28.9142,78.713,154204,JAIN FILLING STATION,IOC  DEALER  KANTH  ROAD  AGWANPURDISTRICT      MORADABADUTT,9258082901,jainfillingstationmbdgmai,,
27.0666,79.8615,190034,M C ARARWAL FILLING STATION,GOVERDHANI  TIRAHA,9839395066,IOCRO190034GMAILCOM,,
KASGANJ,27.6244,4905,198883,BEENA,9854358210,9854358210,,
28.369,79.0061,214460,BALAJI KISAN SEWA KENDRA (KSK),DABTORI  BADAUNVILL  DABTORIDIST    BADAUN  U  P,9412541232,balajikskdabtorigmailcom,,
FARRUKHABAD.(FATEGARH),27.3839,4302,188975,DEVENDRA PD. GUPTA DEVENDRA,9453183864,9453183864,,
27.9931,80.7944,193976,MAHEBA FILLING STATION (IBP),SH-21  MAHEBAGRAM  L  KHERIMAHEBAGRAM  L  KHERIDISTRICT    L,99,sumyahoocom,,
23.9793,88.5115,232599,JITPUR FILLING STATION,PO      VILLAGE    JITPURPS  DOMKAL  MOUZA  DAKHIN  JITPURDI,9733075864,clickrprasadpalgmailcom,,
20.6546,85.577,207712,LUCKY FILLING STATION,BADASATHIABATIAP  O  DHENKANAL  TOWNDIST  DHENKANAL  (ORISSA,9437072970,luckyfillingdklgmailcom,,
26.7412,88.4546,264834,MANDAL   MANDAL KSK  KSK,EASTERN  BYE  PASSBAIKHANTAPURDIST    JALPAIGURI,9832446150,mandalkskyahoocom,,
21.4562,83.5434,190692,MAA BINDHYABASINI FUELS,AT-  GOPALPUR  PO-  BHATLIDIST-  BARGARHORISSA  PIN-768030,9438684911,maabindhyavasinifuelsgmai,,
25.29641,83.85151,312950,BAIJALA FUEL SERVICE STATION,MAUZA  BAIJALA  PO  SASARAM  DISTT  ROHTAS,9431676182,nksinghswarnimgmailcom,,
22.4298,70.6027,112767,K  M  KOTAK,SH  25  PADDHARIIndian  Oil  DealerDistrict  Rajkot,9825075171,rkotak64gmailcom,,
21.1468,71.3625,263886,SHREE SANJIVANI PETROLEUM,INDIAN  OIL  DEALERSH-34THORDITaluka  Saverkundla,8347099891,shreesanjivanipetroleumgm,,
23.073516,70.912674,210756,PAVANDEV PETROLEUM,MOUJE    KHAKRECHITAL    MALIYA  (MIYANA)DIST  RAJKOT,9512506545,pavandevpetrolium2007gmai,,
21.357392,70.10136,248190,BAPU KISHAN SEVA KENDRA,BALAGAMTALUKA  KESHOGDistrict  Junagadh,9723542754,bapukskgmailcom,,
19.82081,74.25748,292969,SHRI KRISHNACHARYA PETROLEUM,GUT  NO    616  PAIKEVILLAGE  SHAHGAONDISTT    NASHIK,7588172829,shrikrishnacharyanwgmailc,,
22.2857459,73.7639658,289409,MAA KHODIYAR PETROLEUM,INDIAN  OIL  DEALERBLOCK  NO  106  VILL    KARSADTal    Vali,9879731774,maakhodiyar10416gmailcom,,
20.328754,73.888944,275173,Shri Matoba Petroleum,Gat  No  375  At  Post  Naitale,9423575933,shivajiborgudegmailcom,,
16.7309,74.131,219775,SHETIRAJ KISAN SEVA KENDRA,At  Po    -  YAVLUJ,9823883434,shetirajkskyahooin,,
23.749192,79.977106,170475,MODI AUTOMOBILES,SLEEMNBAD  BANKAL  ROADDISTT    KATNIM  P,9755349099,bakalmodi01gmailcom,,
23.65,75.18,269329,PURVA FUEL STATION,VILLAGE  -  ISLAM  NAGARSURVEY  NO  31  1      31  2PH  NO,9425195007,purvafuelgmailcom,,
10.936107,77.718023,295613,SHIVA MUTHUKUMAR PETROLEUMS,SF  NO  455-B6A1VELLAAGEKANGEYAM  TKKANGEYAM  TKTIRUPUR  DIS,9443160779,srimuthukumardhallgmailco,,
12.9779,79.6217,276967,GKT AGENCY,SF  NO  190  1A2SENTHAMANGALAM  ROAD  LK  NO    1076Assanell,9943824872,gkumaraveltextilesgmailco,,
9.689389,78.098106,263930,SRI SAKTHIVEL AGENCIES,INDIAN  OIL  DEALERS13  S    KALLUPATTI  VILLAGEVIRUDHUNAGAR,9751586796,sakthivel263930gmailcom,,
11.736589,79.000061,188670,COCONEELAMANGALM,C  O  S    Gayathri  LOCK  NO  05409S  NO  140  1B2    KALLA,9944442869,coconeelamangalmgmailcom,,
10.695114,76.867455,288857,N V FUELS,PALAKKAD  -POLLACHI  ROADMOONGILMADANEAR  GOPALAPURAM  CHECK,9447123405,nvfuelsgmailcom,,
16.5286,74.6015,194937,KARALE SONS,INDIANOIL  DEALERSPLOT  NO  1580-82  KALLOL  ROADEXAMBA  DIS,9980089063,sanjeevkskingmailcom,,
11.751,75.629,290025,Kallikkandy Petroleum,Kallikkandy,9562116978,riyasriyyugmailcom,,
16.5181557,74.5998707,247664,ANNAPOORNESHWARI PETRO OUTLET,CHIKODI  NANADI,7619157422,annapoorneshwari247664gm,,
16.19,75.3582,274971,HIREMATH PETROLEUMS,SURVEY  NO  63  1HEBBAL  VILLAGETQ    MUDHOL,8792229356,hiremathpetrolium99gmailc,,
13.0116,74.9237,265272,KAJAMANI FUEL STATION,INDIAN  OIL  KSK  DEALERSSURVEY  NO  71  5  MUCHUR  VILLAGEK,9980920638,vgowda13gmailcom,,
